SegoeUI-Semilight	10	81	2 Royal Commission into the Robodebt Scheme, Report, page xxvii.
SegoeUI-Semilight	10	82	3 Royal Commission into the Robodebt Scheme, Report, page xxvii.
SegoeUI-Semilight	10	84	4 9news, 9 July 2023.
SegoeUI-Semilight	10	86	5 Royal Commission into the Robodebt Scheme, Report, page xxvii. Most people were targeted after
SegoeUI-Semilight	10	87	early 2017: Royal Commission into the Robodebt Scheme Exhibit 8538 – Response to NTG-0097 (681,292
SegoeUI-Semilight	10	89	reviews for EIC program from early 2017 and 247,459 reviews from October 2018 for CUPI program,
SegoeUI-Semilight	10	90	compared to 220,439 reviews prior to 2017 for OCI program).
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 3
SegoeUI-Semilight	10	11	Commissioner recommended. For others, we are implementing them in a way that achieves the
SegoeUI-Semilight	10	13	objective and ensures lasting effectiveness.
SegoeUI-Semilight	10	15	The Australian Government thanks Commissioner Holmes and her team for their dedication,
SegoeUI-Semilight	10	17	professionalism and forensic work on the Royal Commission.
SegoeUI-Semilight	10	20	To those who shared their stories with the Royal Commission – thank you.
SegoeUI-Semilight	10	23	Throughout the Royal Commission we saw courage, leadership and ethics on display from victims,
SegoeUI-Semilight	10	24	advocates and whistleblowers.
SegoeUI-Semilight	10	27	To the millions of Australians who interact with government services every day – we are committed to
SegoeUI-Semilight	10	29	putting you back at the centre of policy design and service delivery. We are here to serve you
SegoeUI-Semilight	10	30	respectfully and responsively, with your needs and aspirations at the heart of what we do.
SegoeUI-Semilight	10	33	To the Australian Public Servants delivering services, and to those developing policy and programs –
SegoeUI-Semilight	10	35	your work matters. Your integrity matters. Each day dedicated to public service is a day dedicated to
SegoeUI-Semilight	10	37	working for Australians and making their lives better.
SegoeUI-Semilight	10	39	The Australian Government and Ministers must act in the best interests of the Australian community.
SegoeUI-Semilight	10	41	Many of the Royal Commission’s findings align with the priorities and reforms the Australian
SegoeUI-Semilight	10	43	Government took to the Australian people at the last election – building trust in government,
SegoeUI-Semilight	10	45	investing in a capable public sector, delivering strong institutions and ensuring humans are put back
SegoeUI-Semilight	10	46	at the centre of human services and service delivery.
SegoeUI-Semilight	10	49	This Response reinforces the Australian Government’s reform agenda – an agenda founded on
SegoeUI-Semilight	10	51	integrity and a commitment to leave no-one behind. We are putting in place changes that will deliver
SegoeUI-Semilight	10	52	enduring benefits for all Australians. The Australian people deserve no less.
SegoeUI-Semilight	10	57	Attorney-General Minister for the Public Service
SegoeUI-Semilight	10	60	The Hon Mark Dreyfus KC MP Senator the Hon Katy Gallagher
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 4
SegoeUI-Semilight	14	11	Australian Government Response to the
SegoeUI-Semilight	14	14	Report of the Royal Commission into the Robodebt Scheme
SegoeUI-Semilight	11	17	On 7 July 2023, the Royal Commission into the Robodebt Scheme delivered its Report to the
SegoeUI-Semilight	11	19	Governor-General. It was tabled in the Australian Parliament the same day.
SegoeUI-Semilight	11	21	In the words of Commissioner Holmes AC SC, the Royal Commission “served the purpose of
SegoeUI-SemilightItalic	11	23	bringing into the open an extraordinary saga, illustrating a myriad of ways that things can go
SegoeUI-SemilightItalic	11	25	wrong through venality, incompetence and cowardice”6. The Commission produced 56 valuable
SegoeUI-Semilight	11	27	recommendations, which are principally directed at strengthening the Australian Public Service
SegoeUI-Semilight	11	29	and capability of oversight agencies. This document provides the Government’s response to
SegoeUI-Semilight	11	31	those recommendations.
SegoeUI-Semilight	11	34	However, before turning to the recommendations, it is important to place the Government’s
SegoeUI-Semilight	11	35	response in its proper context.
SegoeUI-Semilight	11	38	While important, the recommendations are not – in and of themselves – enough to prevent
SegoeUI-Semilight	11	40	another Robodebt Scheme. As Commissioner Holmes notes in the Preface to the Report,
SegoeUI-SemilightItalic	11	42	“whether a public service can be developed with sufficient robustness to ensure that something of
SegoeUI-SemilightItalic	11	44	the like of the Robodebt scheme could not occur again will depend on the will of the government
SegoeUI-Semilight	11	46	of the day, because culture is set from the top down”.7
SegoeUI-Semilight	11	49	The Government agrees.
SegoeUI-Semilight	11	51	The former government’s neglect of, and at times open hostility towards, our public institutions
SegoeUI-Semilight	11	53	was arguably unprecedented. Examples abound. The debasement of the Administrative
SegoeUI-Semilight	11	55	Appeals Tribunal, the defunding of the Administrative Review Council and the attempted
SegoeUI-Semilight	11	57	abolition of the Office of the Australian Information Commissioner and the Independent
SegoeUI-Semilight	11	58	National Security Legislation Monitor. The contempt for journalists, public interest reporting
SegoeUI-Semilight	11	60	and whistleblowers. The devaluing of the Australian Public Service. The list goes on and on.
SegoeUI-Semilight	11	63	Since the 2022 Federal Election, the Albanese Government has embarked on a series of reforms
SegoeUI-Semilight	11	64	to restore the public’s trust and faith in government and its institutions – reforms that put
SegoeUI-Semilight	11	66	people at the centre and promote integrity. This work includes:
SegoeUI-Semilight	11	69	• The establishment of the National Anti-Corruption Commission (NACC) with extensive
SegoeUI-Semilight	11	71	powers to investigate Commonwealth public officials, Ministers, their staff, and any person
SegoeUI-Semilight	11	73	that may adversely affect how a public official carries out their official duties honestly and
SegoeUI-Semilight	11	75	impartially.
SegoeUI-Semilight	10	84	6 Royal Commission into the Robodebt Scheme, Report, page 659.
SegoeUI-Semilight	10	86	7 Royal Commission into the Robodebt Scheme, Report, page iii.
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 5
SegoeUI-Semilight	11	11	• The APS Reform agenda – putting strong foundations in place for a world-class and future
SegoeUI-Semilight	11	13	fit Australian Public Service that delivers better outcomes for the community and
SegoeUI-Semilight	11	15	contributes to a fairer and more inclusive Australia.
SegoeUI-Semilight	11	17	• The Prime Minister has put in place a robust Code of Conduct8 which requires Ministers to
SegoeUI-Semilight	11	19	act with due regard for integrity and legality, fairness, accountability, responsibility and the
SegoeUI-Semilight	11	21	public interest; and underscores that Ministers are accountable for the exercise of their
SegoeUI-Semilight	11	23	powers and functions to the Parliament and to the public.
SegoeUI-Semilight	11	24	• Strengthening Australia’s public sector whistleblowing framework and achieving strong,
SegoeUI-Semilight	11	26	effective and accessible whistleblower protections in two stages (with the first stage of
SegoeUI-Semilight	11	28	reform commencing from 1 July 2023).
SegoeUI-Semilight	11	30	• The abolition and replacement of the Administrative Appeals Tribunal – a landmark reform
SegoeUI-Semilight	11	32	that will lead to the creation of a new system of administrative review that is user-focussed,
SegoeUI-Semilight	11	34	efficient, accessible and fair.
SegoeUI-Semilight	11	37	In addition, in response to recommendations of the Royal Commission, the Government is
SegoeUI-Semilight	11	39	committed to:
SegoeUI-Semilight	11	41	• bringing forward legislative reforms to enhance the powers of the Commonwealth
SegoeUI-Semilight	11	43	Ombudsman and impose statutory obligations on officials responding to Commonwealth
SegoeUI-Semilight	11	45	Ombudsman investigations, and
SegoeUI-Semilight	11	47	• reinstating the Administrative Review Council to support ongoing improvements to
SegoeUI-Semilight	11	49	administrative decision-making across government.
SegoeUI-Semilight	11	52	A Government committed to a strong social security safety net - Re-humanising the delivery of
SegoeUI-Semilight	11	54	government payments
SegoeUI-Semilight	11	57	In the Royal Commission Report, Commissioner Holmes referred to the way in which
SegoeUI-Semilight	11	59	Australians receiving income support payments have been stigmatised in recent years,
SegoeUI-Semilight	11	61	explaining that they have been often made to feel “shame, oppression, isolation, and
SegoeUI-Semilight	11	62	dehumanisation”9. By no means the only example, but perhaps the most infamous, occurred in
SegoeUI-Semilight	11	64	December 2016 as the Robodebt scheme was being ramped up, when the then-Minister for
SegoeUI-Semilight	11	66	Human Services Alan Tudge said on national television:
SegoeUI-SemilightItalic	11	68	“We will find you, we will track you down, and you will have to repay those debts, and you
SegoeUI-SemilightItalic	11	70	may end up in prison.”10
SegoeUI-Semilight	11	73	The Royal Commission called for politicians to lead a change in attitudes to people receiving
SegoeUI-Semilight	11	75	income support payments, including abandoning the simple narrative of the taxpayer versus
SegoeUI-Semilight	10	83	8 Australian Government Code of Conduct for Ministers, 8 July 2022.
SegoeUI-Semilight	10	84	9 Royal Commission into the Robodebt Scheme, Report, page 330.
SegoeUI-Semilight	10	86	10 Royal Commission into the Robodebt Scheme, Report, page 140.
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 6
SegoeUI-Semilight	11	11	the welfare recipient.11 The Commissioner remarked that the evidence before the Commission
SegoeUI-Semilight	11	13	was that fraud in the system was miniscule, ”but that is not the impression one would get from
SegoeUI-Semilight	11	14	what ministers responsible for social security payments have said over the years”12.
SegoeUI-Semilight	11	17	The social security system is a vital safety net, providing both income support and access to
SegoeUI-Semilight	11	19	services for Australians who need it. Many Australians need this support at different times in
SegoeUI-Semilight	11	21	their lives, for many different reasons. There is no shame in this.
SegoeUI-Semilight	11	23	The social security system safety net is also fundamental to our economy. The system allows
SegoeUI-Semilight	11	25	Australians to get on with their lives in the understanding that support is available if
SegoeUI-Semilight	11	27	circumstances change. This empowers people and helps build prosperity.
SegoeUI-Semilight	11	30	The Government is committed to putting people back at the centre of program design and
SegoeUI-Semilight	11	31	service delivery. The Department of Social Services and Services Australia are investing in more
SegoeUI-Semilight	11	33	training for officials and will seek regular feedback on service and program delivery from front-
SegoeUI-Semilight	11	35	line staff and the community.
SegoeUI-Semilight	11	37	The Government will continue to implement administrative changes to improve payment
SegoeUI-Semilight	11	39	accuracy and reduce the number of overpayments. The Government will also improve social
SegoeUI-Semilight	11	41	security debt arrangements to ensure that debt raising and recovery practices are timely, fair
SegoeUI-Semilight	11	43	and conducted with empathy and respect.
SegoeUI-Semilight	11	45	The deployment and adoption of safe and responsible automation and artificial intelligence
SegoeUI-Semilight	11	47	presents significant opportunities for Australia to improve economic and social outcomes.
SegoeUI-Semilight	11	49	Across society, the considered and ethical use of technology can help to deliver better services
SegoeUI-Semilight	11	51	to the community, including government services.
SegoeUI-Semilight	11	53	The Government will continue to implement the Digital Service Standard, which sets out best
SegoeUI-Semilight	11	55	practice principles for the inclusive, adaptable and ethical design and delivery of government
SegoeUI-Semilight	11	57	services. The Standard includes criteria that promote a human-centred and inclusive approach
SegoeUI-Semilight	11	58	to design.
SegoeUI-Semilight	11	61	In response to the Commission’s recommendations, the Government will also consider
SegoeUI-Semilight	11	63	opportunities to progress legislative reforms to ensure that government decisions involving
SegoeUI-Semilight	11	65	automation are made under a consistent legal framework which is clear and transparent, while
SegoeUI-Semilight	11	66	harnessing the speed, cost and efficiency benefits of technological advances in artificial
SegoeUI-Semilight	11	68	intelligence and automation. The Government has committed to developing a comprehensive
SegoeUI-Semilight	11	70	and consistent legal framework to support automated decision-making, consistent with the
SegoeUI-Semilight	11	72	principles recommended by the Royal Commission.
SegoeUI-Semilight	11	74	The Government also remains committed to ensuring Australians have greater control over
SegoeUI-Semilight	11	76	their own personal information. In the Government response to the Privacy Act Review the
SegoeUI-Semilight	11	78	Government has committed to reforms that will provide stronger privacy protections while
SegoeUI-Semilight	11	79	encouraging digital innovation.13
SegoeUI-Semilight	10	87	11 Royal Commission into the Robodebt Scheme, Report, page iii.
SegoeUI-Semilight	10	89	12 Royal Commission into the Robodebt Scheme, Report, page iii.
SegoeUI-Semilight	10	90	13 Government response to the Privacy Act Review Report | Attorney-General's Department (ag.gov.au).
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 7
SegoeUI-Semilight	11	11	Government Response to Recommendations
SegoeUI-Semilight	11	14	The Royal Commission into the Robodebt Scheme made 56 recommendations and one closing
SegoeUI-Semilight	11	16	observation.
SegoeUI-Semilight	11	18	In relation to the Commissioner’s closing observation, the Freedom of Information Act 1982 (Cth)
SegoeUI-Semilight	11	20	(FOI Act) promotes accountability in government decision-making by providing the community
SegoeUI-Semilight	11	22	with access to government documents, subject to some exemptions. The confidentiality of
SegoeUI-Semilight	11	24	Cabinet documents is one of those exemptions.
SegoeUI-Semilight	11	27	The Australian Government believes that it is critical that the Cabinet, the key decision-making
SegoeUI-Semilight	11	29	body of Government, is comprehensively informed in its deliberations. To achieve this, the
SegoeUI-Semilight	11	31	Cabinet must have the benefit of frank and fearless advice from Ministers and senior public
SegoeUI-Semilight	11	33	servants. The decisions taken by the Cabinet are collective. As set out in the Cabinet Handbook:
SegoeUI-SemilightItalic	11	35	The principle of collective responsibility requires that ministers should be able to express
SegoeUI-SemilightItalic	11	37	their views frankly in Cabinet meetings in the expectation that they can argue freely in
SegoeUI-SemilightItalic	11	39	private while maintaining a united front in public when decisions have been reached. This
SegoeUI-SemilightItalic	11	41	in turn requires that opinions expressed in the Cabinet and Cabinet Committees,
SegoeUI-SemilightItalic	11	43	including in documents and any correspondence, are treated as confidential.14
SegoeUI-Semilight	11	46	For these reasons, the Government does not consider that section 34 of the FOI Act should be
SegoeUI-Semilight	11	48	repealed.
SegoeUI-Semilight	11	50	In relation to the Commissioner’s recommendations, the Australian Government accepts or
SegoeUI-Semilight	11	52	accepts in principle all 56 recommendations. Where a recommendation has been accepted in
SegoeUI-Semilight	11	54	principle, the Government is committed to achieve the objective of the recommendation but
SegoeUI-Semilight	11	56	has either identified an alternative means of doing so, or considers that further consideration is
SegoeUI-Semilight	11	58	needed.
SegoeUI-Semilight	10	90	14 Cabinet Handbook - 15th edition | PM&C (pmc.gov.au), para 21.
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 8
SegoeUI-Semilight	11	11	Recommendation 10.1: Design policies and processes with emphasis on the people they are
SegoeUI-Semilight	11	13	meant to serve
SegoeUI-Semilight	11	16	Services Australia design its policies and processes with a primary emphasis on the recipients it
SegoeUI-Semilight	11	18	is meant to serve. That should entail:
SegoeUI-Semilight	11	21	• avoiding language and conduct which reinforces feelings of stigma and shame associated
SegoeUI-Semilight	11	23	with the receipt of government support when it is needed
SegoeUI-Semilight	11	25	• facilitating easy and efficient engagement with options of online, in person and telephone
SegoeUI-Semilight	11	27	communication which is sensitive to the particular circumstances of the customer cohort,
SegoeUI-Semilight	11	29	including itinerant lifestyles, lack of access to technology, lack of digital literacy and the
SegoeUI-Semilight	11	31	particular difficulties rural and remote living
SegoeUI-Semilight	11	34	• explaining processes in clear terms and plain language in communication to customers, and
SegoeUI-Semilight	11	37	• acting with sensitivity to financial and other forms of stress experienced by the customer
SegoeUI-Semilight	11	39	cohort and taking all practicable steps to avoid the possibility that interactions with the
SegoeUI-Semilight	11	41	government might exacerbate those stresses or introduce new ones.
SegoeUI-Semilight	11	44	The Government accepts this recommendation.
SegoeUI-Semilight	11	47	The Government recognises the importance of designing policies and government services that
SegoeUI-Semilight	11	48	focus on the needs of recipients. This includes making services as accessible as possible and
SegoeUI-Semilight	11	50	delivering them in a way that meets the needs of individuals and the community.
SegoeUI-Semilight	11	53	The Government will continue to improve the delivery of services for Australians. When
SegoeUI-Semilight	11	55	considering a change to a service, before policy, investment and service delivery decisions are
SegoeUI-Semilight	11	57	made, the Government will gather an evidence-based understanding of the needs of recipients,
SegoeUI-Semilight	11	59	which is based on the views of recipients, and explore how the proposed changes may impact
SegoeUI-Semilight	11	61	recipients. The Department of Social Services and Services Australia will work together to
SegoeUI-Semilight	11	63	ensure customer and staff feedback is considered in the design of policy and processes.
SegoeUI-Semilight	11	66	Priority 2 of the Government’s Australian Public Sector Reform agenda is to put people and
SegoeUI-Semilight	11	67	business at the centre of policy and services.15 In partnership with the broader APS and
SegoeUI-Semilight	11	69	government services users, Services Australia has developed a whole of service vision for user-
SegoeUI-Semilight	11	71	centred service excellence: “reliable and accessible services when and how you need them”16.
SegoeUI-Semilight	11	73	The vision supports coherent leadership in the design and delivery of government programs,
SegoeUI-Semilight	11	75	services and payments; service alignment; and shared execution. It is intended to complement
SegoeUI-Semilight	11	77	the service delivery principles, standards and charters of individual departments and agencies.
SegoeUI-Semilight	10	89	15 APS Reform outcomes and initiatives (apsreform.gov.au).
SegoeUI-Semilight	10	90	16 APS Vision for user-centred service excellence | APS Reform (apsreform.gov.au).
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 9
SegoeUI-Semilight	11	11	Recommendation 11.1: Clear documentation of exclusion criteria
SegoeUI-Semilight	11	14	Services Australia should ensure that for any cohort of recipients that is intended to be
SegoeUI-Semilight	11	16	excluded from a compliance process or activity, there is clear documentation of the exclusion
SegoeUI-Semilight	11	18	criteria, and, unless there is a technical reason it cannot be, the mechanism by which that is to
SegoeUI-Semilight	11	20	occur should be reflected in the relevant technical specification documents.
SegoeUI-Semilight	11	23	The Government accepts this recommendation.
SegoeUI-Semilight	11	26	The Government supports the need for clear documentation that specifies the circumstances
SegoeUI-Semilight	11	27	when an individual may be excluded from a compliance process.
SegoeUI-Semilight	11	30	Services Australia will produce clear documentation for any exclusion criteria when any cohort
SegoeUI-Semilight	11	32	of recipients is intended to be excluded from compliance or debt related activities. This includes
SegoeUI-Semilight	11	34	recording any associated exclusions within any compliance activity business process
SegoeUI-Semilight	11	35	specifications and compliance program documents.
SegoeUI-Semilight	11	39	Recommendation 11.2: Identification of circumstances affecting the capacity to engage with
SegoeUI-Semilight	11	41	compliance activity
SegoeUI-Semilight	11	44	Services Australia should ensure that its processes and policies in relation to the identification
SegoeUI-Semilight	11	46	of potential vulnerabilities extend to the identification of circumstances affecting a recipient’s
SegoeUI-Semilight	11	48	capacity to engage with any form of compliance activity.
SegoeUI-Semilight	11	51	To this end, circumstances likely to affect a recipient’s capacity to engage with compliance
SegoeUI-Semilight	11	53	activities should be recorded on their file regardless of whether they are in receipt of a payment
SegoeUI-Semilight	11	55	that gives rise to mutual obligations.
SegoeUI-Semilight	11	58	The Government accepts this recommendation.
SegoeUI-Semilight	11	60	The Government agrees that individual circumstances that might impact on an individual’s
SegoeUI-Semilight	11	62	capacity to engage with government services, or reviews of payments and services, should be
SegoeUI-Semilight	11	64	taken into account during service delivery and customer engagements.
SegoeUI-Semilight	11	67	Disclosure of individual circumstances is voluntary in most cases, particularly when this detail
SegoeUI-Semilight	11	68	may not be required to establish an entitlement to a payment or service. Noting this, in some
SegoeUI-Semilight	11	70	circumstances it may not be possible for delivery agencies to proactively identify all
SegoeUI-Semilight	11	72	circumstances that might affect a person’s ability to engage with a compliance activity.
SegoeUI-Semilight	11	75	In recognition, Services Australia has developed internal guidance to support staff to engage
SegoeUI-Semilight	11	76	with customers, build the agency’s capability to identify customers experiencing vulnerability,
SegoeUI-Semilight	11	78	and support customers to safely disclose their circumstances and access appropriate
SegoeUI-Semilight	11	80	information, services and support. Issued in July 2021, the ‘Our vulnerability strategy’ is being
SegoeUI-Semilight	11	81	implemented across Services Australia.
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 10
SegoeUI-Semilight	11	11	Where an individual discloses a vulnerability, this will inform the way the agency engages with
SegoeUI-Semilight	11	13	the individual in the delivery of programs and services, including connecting the customer with
SegoeUI-Semilight	11	15	any additional support services. To support this, information about circumstances affecting a
SegoeUI-Semilight	11	16	recipient’s capacity to engage is recorded on customer records. This information is also
SegoeUI-Semilight	11	18	accessible to service delivery partners.
SegoeUI-Semilight	11	21	Services Australia will continue to engage with customers in a way that supports proper
SegoeUI-Semilight	11	22	consideration of individual circumstances, and to support customers to disclose any
SegoeUI-Semilight	11	24	vulnerabilities impacting them.
SegoeUI-Semilight	11	29	Recommendation 11.3: Engagement prior to removing a vulnerability indicator from a file
SegoeUI-Semilight	11	32	Services Australia should ensure that its processes and policies in relation to the identification
SegoeUI-Semilight	11	34	of potential vulnerabilities require staff to engage with a recipient prior to the removal of an
SegoeUI-Semilight	11	35	indicator on their file. For this purpose, Services Australia should remove any feature that would
SegoeUI-Semilight	11	37	allow for the automatic expiry of a vulnerability indicator (or equivalent flagging tool). An
SegoeUI-Semilight	11	39	indicator should only be removed where a recipient, or evidence provided to the Agency in
SegoeUI-Semilight	11	41	relation to the recipient, confirms that they are no longer suffering from the vulnerability to
SegoeUI-Semilight	11	43	which the indicator relates.
SegoeUI-Semilight	11	46	The Government accepts this recommendation.
SegoeUI-Semilight	11	49	Operational guidance material and the ‘Our vulnerability strategy’ support Services Australia
SegoeUI-Semilight	11	51	service officers to identify when customers’ circumstances should be recorded and updated on
SegoeUI-Semilight	11	52	a customer’s record. This includes when vulnerabilities are identified, require updates due to a
SegoeUI-Semilight	11	54	change in the customer’s circumstances, or are no longer impacting the customer.
SegoeUI-Semilight	11	57	Records held by Services Australia contain notes that alert staff to circumstances where a
SegoeUI-Semilight	11	58	recipient is experiencing difficulties that might affect their ability to meet mutual obligation
SegoeUI-Semilight	11	60	requirements. Where an individual discloses a vulnerability, staff will use this knowledge to
SegoeUI-Semilight	11	62	tailor the discussion and interaction, including the promotion of appropriate programs and
SegoeUI-Semilight	11	64	services, and connect the customer to specialist supports and/or referrals to local service
SegoeUI-Semilight	11	65	providers. To support this, information about circumstances affecting a person’s capacity to
SegoeUI-Semilight	11	67	engage in mutual obligation requirements is recorded on customer files.
SegoeUI-Semilight	11	70	Notes are generally applied on the basis of information provided by individuals through their
SegoeUI-Semilight	11	72	engagement with the agency. A record of a person’s circumstances is maintained on their
SegoeUI-Semilight	11	73	customer file and accessible if they have future interactions with the agency.
SegoeUI	9	95	GOVERNMENT RESPONSE | ROYAL COMMISSION INTO THE ROBODEBT SCHEME 11
SegoeUI-Semilight	11	11	Recommendation 11.4: Consideration of vulnerabilities affected by each compliance program,
SegoeUI-Semilight	11	13	including consultation with advocacy bodies
SegoeUI-Semilight	11	16	Services Australia should incorporate a process in the design of compliance programs to
SegoeUI-Semilight	11	18	consider and document the categories of vulnerable recipients who may be affected by the
SegoeUI-Semilight	11	19	program, and how those recipients will be dealt with. Services Australia should consult
SegoeUI-Semilight	11	21	stakeholders (including peak advocacy bodies) as part of this process to ensure that adequate
SegoeUI-Semilight	11	23	provision is made to accommodate vulnerable recipients who may encounter particular
SegoeUI-Semilight	11	25	difficulties engaging with the program.
SegoeUI-Semilight	11	28	The Government accepts this recommendation.
SegoeUI-Semilight	11	30	The Government recognises the importance of considering an individual’s capacity to engage
SegoeUI-Semilight	11	32	with government services and any reviews of their circumstances that might impact eligibility
SegoeUI-Semilight	11	34	for a payment or services.
SegoeUI-Semilight	11	36	Services Australia uses established forums to support engagements with advocacy groups
SegoeUI-Semilight	11	38	including the National Multicultural Advisory Group, Disability Peak Bodies, Stakeholder
SegoeUI-Semilight	11	40	Consultative Group and the Civil Society Advisory Group. Engagements through these forums
SegoeUI-Semilight	11	42	have informed changes to the agency’s service delivery and support services.
SegoeUI-Semilight	11	44	Services Australia will continue to seek advice and input from civil society stakeholders to
SegoeUI-Semilight	11	46	improve service delivery, particularly where changes are being made and there are
SegoeUI-Semilight	11	48	opportunities for co-design.
SegoeUI-Semilight	11	52	Recommendation 12.1: Easier engagement with Centrelink
SegoeUI-Semilight	11	55	Options for easier engagement with Centrelink by advocacy groups – for example, through the
SegoeUI-Semilight	11	56	creation of a national advocate’s line – should be considered.
SegoeUI-Semilight	11	59	The Government accepts this recommendation.
SegoeUI-Semilight	11	62	The Government recognises the important role advocates play in the administration of
SegoeUI-Semilight	11	64	government services and undertakes regular engagements with peak advocacy groups.
SegoeUI-Semilight	11	66	Services Australia will actively identify opportunities to engage with advocacy groups. To
SegoeUI-Semilight	11	68	support engagement between Services Australia and advocacy groups, the agency has a
SegoeUI-Semilight	11	70	number of established forums through which advocacy groups can engage directly with the
