HelveticaNeue-Bold	12	A stronger defence force . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .72
HelveticaNeue-Bold	12	Beyond this Royal Commission. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .73
HelveticaNeue-Bold	12	Recommendations . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 95
HelveticaNeue-Bold	12	About the Royal Commission. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 169
HelveticaNeue-Bold	12	Establishment of the Royal Commission . . . . . . . . . . . . . . . . . . . . . . . . . .169
HelveticaNeue-Bold	12	The conduct of our inquiry . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .174
HelveticaNeue-Bold	12	Impediments to our inquiry. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .186
HelveticaNeue-Bold	12	Glossary . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 195
HelveticaNeue-Bold	12	List of acronyms . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 203
ArialMT	9	ix
HelveticaNeue-Bold	12	Part 1 Understanding the fundamentals. . . . . . . . . . . . . . . . . . . . . . . . . . . 205
HelveticaNeue-Bold	12	1 Understanding suicide . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 207
HelveticaNeue-Bold	12	1.1 Introduction. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .209
HelveticaNeue-Bold	12	1.2 Suicide and suicidality in Australia. . . . . . . . . . . . . . . . . . . . . . . . . .212
HelveticaNeue-Bold	12	1.3 Suicide and suicidality in the Australian Defence community. . . .219
HelveticaNeue-Bold	12	1.4 Military-related risk and protective factors, transition points
HelveticaNeue-Bold	12	and stressors . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .237
HelveticaNeue-Bold	12	1.5 Conclusion . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .254
HelveticaNeue-Bold	12	Annexure 1.1 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .255
HelveticaNeue-Bold	12	Annexure 1.2 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .267
HelveticaNeue-Bold	12	2 Lessons learnt from overseas . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 285
HelveticaNeue-Bold	12	2.1 Introduction. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .286
HelveticaNeue-Bold	12	2.2 Insights from overseas tours. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .286
HelveticaNeue-Bold	12	Annexure 2.1 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .304
ArialMT	9	x
HelveticaNeue-Bold	25	Statement of support
ArialMT	11	Serving and ex-serving members of the Australian Defence Force (ADF) make unique
ArialMT	11	contributions and sacrifices on behalf of the nation – on behalf of all of us. As Commissioners
ArialMT	11	and members of the Australian community, we want to acknowledge and honour those who
ArialMT	11	have served or are currently serving in the ADF. We recognise the pride many of you have
ArialMT	11	in your service and in being part of something bigger than yourself. We also recognise that
ArialMT	11	many have been adversely impacted by experiences related to service that are outside their
ArialMT	11	control. From recruitment to active service in its many forms, to transition from the ADF to
ArialMT	11	post-service life, we thank you for your commitment to the Australian community.
ArialMT	11	We also pay our respects to the families and loved ones of serving and ex-serving ADF
ArialMT	11	members who also make sacrifices, year in and year out. Service life, transition and post-
ArialMT	11	service life affects all facets of family life and no one should have to face these demands
ArialMT	11	alone. We also know that families do not always receive adequate acknowledgement or
ArialMT	11	effective support.
ArialMT	11	We acknowledge every serving and ex-serving member of the ADF who has died by suicide
ArialMT	11	– each life lived and each life left behind. We also recognise the experiences of those serving
ArialMT	11	or former ADF members who have experienced suicidality. And we acknowledge the grief,
ArialMT	11	the pain, the challenges, the resilience, the strength, and the love of families and friends of
ArialMT	11	serving and former ADF members who have died by suicide or faced suicidality.
ArialMT	9	Statement of support 1
HelveticaNeue-Bold	25	Commissioners’ foreword
ArialMT	11	This Royal Commission was tasked with identifying systemic problems and proposing
ArialMT	11	systemic solutions to prevent suicide and suicidality among serving and ex-serving Australian
ArialMT	11	Defence Force (ADF) members.
ArialMT	11	Suicide is a complex phenomenon and risk factors for suicide and suicidality are equally
ArialMT	11	complex and diverse. They can be physical, psychological, or psychosocial. They can
ArialMT	11	exist at a personal level, or at the systems-level through the culture and operations of an
ArialMT	11	organisation or institution. They are intersecting and interrelated, and cannot be considered
ArialMT	11	in isolation. Risk factors affect people differently, and may take on greater or lesser
ArialMT	11	significance at different times in a person’s life.
ArialMT	11	We will remain forever changed by the personal stories shared by serving and ex-serving
ArialMT	11	ADF members and their families, friends and supporters. Your contributions shaped our
ArialMT	11	inquiry, and this final report was written with you in mind. We are inspired by your resilience,
ArialMT	11	courage, and desire to change things for the better so that others do not experience what
ArialMT	11	you have endured. We thank you for your faith in this Royal Commission.
ArialMT	11	An inquiry of this scale and complexity is an extraordinary undertaking. It would not have
ArialMT	11	been possible without our experienced and dedicated staff who consistently demonstrated
ArialMT	11	empathy, perseverance and professionalism. We thank every staff member who contributed
ArialMT	11	to this Royal Commission. We also thank all who contributed to our inquiry through hearings,
ArialMT	11	roundtables, submissions, responses to notices, community forums, base visits, reference
ArialMT	11	and advisory groups, and by undertaking research and data analysis.
ArialMT	11	Though our inquiry focused on the ADF, the Department of Defence and the Department
ArialMT	11	of Veterans’ Affairs (DVA), we recognise that suicidal despair is experienced across society.
ArialMT	11	Many people are failed by institutions who have a duty of care towards them. Many of the
ArialMT	11	dynamics, practices, actions and failures to act that we identify in this report are also found
ArialMT	11	in other organisations, albeit in different contexts and to different degrees. We hope that
ArialMT	11	our analysis and recommendations will stimulate reflection and action across society, and
ArialMT	11	help to mitigate the risk factors for suicide and suicidality that are present in workplaces
ArialMT	11	and institutional settings beyond Defence and DVA.
ArialMT	11	In this report, we make many recommendations aimed at preventing harm and supporting
ArialMT	11	early intervention and recovery; improving cohesion, collaboration and coordination
ArialMT	11	in the delivery of support services; building institutional capability and capacity; and
ArialMT	11	improving oversight, transparency and accountability across the ecosystem of agencies
ArialMT	11	and institutions responsible for the health and wellbeing of serving and ex-serving ADF
ArialMT	11	members and their families.
ArialMT	9	Commissioners’ foreword 3
ArialMT	11	Whether the work of this Royal Commission will contribute to a reduction in rates of suicide
ArialMT	11	and suicidality among serving and ex-serving personnel now largely depends on the
ArialMT	11	Australian Government and its agencies: the Australian Defence Force, the Department
ArialMT	11	of Defence and the Department of Veterans’ Affairs.
ArialMT	11	As Commissioners, we insist that it is both necessary and possible to reduce the number
ArialMT	11	of deaths by suicide and experiences of suicidality among serving and ex-serving ADF
ArialMT	11	members. Our sailors, soldiers and aviators deserve to receive the protection and support
ArialMT	11	they need to thrive, grow and heal, both during their time in service and beyond.
ArialMT	9	4 Royal Commission into Defence and Veteran Suicide: Final Report
HelveticaNeue-Bold	25	Executive summary
ArialMT	11	[N]othing will take away what it does to a person to literally sign a piece of paper
ArialMT	11	to say they will go anywhere at any time and do anything – including sacrificing
ArialMT	11	their own life – in the defence of our country. And then for that country to turn
ArialMT	11	around and say to them they are not worth anything to them broken. Not worth
ArialMT	11	anything to them injured. That they see me as nothing.1
ArialMT	11	– Ex-serving Air Force member
HelveticaNeue-Bold	18	Our inquiry
HelveticaNeue-Bold	16	Establishing the Royal Commission into Defence and
HelveticaNeue-Bold	16	Veteran Suicide
ArialMT	11	1. The Royal Commission into Defence and Veteran Suicide was announced on 19 April
ArialMT	11	2021, and formally established by Letters Patent issued on 8 July 2021. However, the
ArialMT	11	need for a thorough, systemic inquiry into the national crisis of suicide and suicidality
ArialMT	11	among serving and ex-serving members of the Australian Defence Force (ADF) was
ArialMT	11	decades in the making.
ArialMT	11	2. In large part, the establishment of this Royal Commission can be attributed to the
ArialMT	11	years of hard-fought and sustained campaigning by the families of military personnel
ArialMT	11	who have taken their own lives, and the advocacy of former ADF members who have
ArialMT	11	fought for better outcomes for their colleagues and friends.
ArialMT	11	3. The work of this Royal Commission rests on a body of more than 50 inquiries and
ArialMT	11	reviews relevant to suicide and suicidality among serving and ex-serving ADF
ArialMT	11	members. Previous inquiries and reviews have examined the legislative frameworks,
ArialMT	11	structures, policies, practices, culture and operational dimensions of the ADF, the
ArialMT	11	Department of Defence, and the Department of Veterans’ Affairs (DVA). Many of these
ArialMT	11	reports were limited in scope, seeking to address significant but discrete issues. Many
ArialMT	11	were initiated in response to a particular event or perceived crisis. In totality, however,
ArialMT	11	they demonstrate a sustained concern about Defence and DVA.
ArialMT	11	4. Actions taken in response to more than 750 recommendations of previous inquiries and
ArialMT	11	reviews have resulted in some changes and improvements, but not the level of reform
ArialMT	11	envisaged or needed. Importantly, there has been no sustained reduction in the high
ArialMT	11	rates of suicide and suicidality among serving and ex-serving ADF members over the
ArialMT	11	last 20 years.
ArialMT	9	Executive summary 5
ArialMT	11	5. Suicide is a complex public health issue and despite several decades of research, the
ArialMT	11	processes underlying suicide risk are still not well understood. It also continues to be
ArialMT	11	difficult to reliably predict suicide behaviours. However, much is known about the risk
ArialMT	11	and protective factors for suicide and suicidality, meaning that any organisation with a
ArialMT	11	duty of care must do everything in its power to recognise and mitigate the risks that its
ArialMT	11	people may be exposed to.
ArialMT	11	6. The establishment of this Royal Commission can be seen as a clear signal of the
ArialMT	11	failure of successive governments, the ADF, the Department of Defence and DVA
ArialMT	11	to learn from the lessons of the past, to implement the reform required to effect real
ArialMT	11	change, and to adequately address the needs of those who serve our country.
ArialMT	11	7. This Royal Commission was needed to interrogate and reflect on the standards of
ArialMT	11	conduct that we consider acceptable in contemporary Australian society, the priority
ArialMT	11	we place on mental health and wellbeing, and the steps we are willing to take to protect
ArialMT	11	those who protect us.
ArialMT	11	8. The final report of this Royal Commission should not be viewed as an indication that
ArialMT	11	we have reached the end of the road. Rather, it is an indication that we have started
ArialMT	11	down the correct path.
HelveticaNeue-Bold	16	Our methodology
ArialMT	11	9. Our terms of reference were wide-ranging and broad in scope, developed following
ArialMT	11	consultation with the defence and veteran community and states and territories.2 We
ArialMT	11	were directed to focus on cultural, structural and systemic issues, be informed by an
ArialMT	11	understanding of individual experiences, and make findings and recommendations
ArialMT	11	to address the persistently high rates of suicide and suicidality among serving and
ArialMT	11	ex-serving ADF members.
ArialMT	11	10. Over the course of our inquiry, we:
ArialMT	11	• held 12 public hearings totalling more than 100 days, including at least one
ArialMT	11	hearing in each of the eight capital cities, and the garrison towns of Wagga
ArialMT	11	Wagga and Townsville
ArialMT	11	• received oral evidence from more than 340 witnesses, including the most senior
ArialMT	11	leaders of the ADF and Ministers for Defence and Veterans’ Affairs, and more
ArialMT	11	than 60 lived experience witnesses
ArialMT	11	• held 897 private sessions, sitting one-on-one with people with lived experience
ArialMT	11	of suicide, suicidality or military service, and hearing their personal stories,
ArialMT	11	experiences and perspectives
ArialMT	11	• received 5,865 submissions from serving and ex-serving ADF members, and
ArialMT	11	their families, carers and advocates, as well as organisations and institutions
ArialMT	11	• read and analysed documents received in response to more than 2,000
ArialMT	11	compulsory notices to give or produce
ArialMT	9	6 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	• held numerous roundtables and workshops with subject matter experts, senior
ArialMT	11	ADF leaders, and representatives from Defence and DVA
ArialMT	11	• undertook research and data analysis including internal qualitative research,
ArialMT	11	and quantitative research in partnership with the Australian Institute of Health
ArialMT	11	and Welfare
ArialMT	11	• commissioned nine external research projects from academics, universities and
ArialMT	11	specialist research organisations, including a review of the most current academic
ArialMT	11	literature on the risk factors, trends and evidence-based prevention strategies
ArialMT	11	relevant to suicide and suicidality among serving and ex-serving ADF members
ArialMT	11	• conducted 26 visits to military bases across Australia and heard from current
ArialMT	11	serving personnel about the challenges and opportunities of life in the ADF
ArialMT	11	• travelled to the United States, Canada, the United Kingdom and New Zealand,
ArialMT	11	and heard from approximately 300 key informants as part of a cross-jurisdictional
ArialMT	11	comparison of how our Five Eyes partners are responding to the issues of suicide
ArialMT	11	and suicidality in their own military communities
ArialMT	11	• released our interim report,3 and a lived experience publication titled Shining a
Arial-ItalicMT	11	Light: Stories of Trauma & Tragedy, Hope & Healing.4
HelveticaNeue-Bold	16	A trauma-informed approach
ArialMT	11	11. This inquiry is anchored by the personal stories, experiences and perspectives of
ArialMT	11	serving and ex-serving ADF members and their families, friends and support networks,
ArialMT	11	shared through submissions, oral and written evidence, and private sessions. While
ArialMT	11	lived experience accounts did not constitute formal evidence, they helped inform our
ArialMT	11	lines of inquiry.
ArialMT	11	12. In a royal commission concerned with suicide and suicidality, it was critical to have
ArialMT	11	a framework that prioritised the safety and wellbeing of those who engaged with us.
ArialMT	11	This framework required Royal Commission staff to recognise people’s individual
ArialMT	11	experiences of trauma, how this presents in a service-based setting, and the
ArialMT	11	importance of adopting a stepped care, person-centred model to respond to the
ArialMT	11	unique needs of each individual.
ArialMT	11	13. It required us to recognise and acknowledge that many people who engaged with us
ArialMT	11	had prior negative experiences of navigating administrative processes in government
ArialMT	11	and non-government sectors. For some people, this manifested as a lack of trust
ArialMT	11	in institutions, including ours, and as a cynicism about the prospects of this Royal
ArialMT	11	Commission to effect meaningful change. Royal Commission staff worked diligently
ArialMT	11	to proactively address barriers to engagement and to build trust through prompt and
ArialMT	11	consistent communication and transparent practices.
ArialMT	11	14. Our objective was to ensure that the dynamics of abuse, trauma and neglect
ArialMT	11	experienced by serving and ex-serving ADF members, their families and supporters
ArialMT	11	were not replicated in their interactions with this Royal Commission.
ArialMT	9	Executive summary 7
HelveticaNeue-Bold	18	The unique nature of military service
ArialMT	11	15. The ADF comprises three services – the Royal Australian Navy (Navy), the Australian
ArialMT	11	Army (Army) and the Royal Australian Air Force (Air Force). While most members serve
ArialMT	11	in a single service, some transfer from one service to another. Personnel may serve in
ArialMT	11	the permanent or reserve forces, or a combination of both, over their service careers.
ArialMT	11	16. Public and political attention can at times focus on the acquisition of high-profile military
ArialMT	11	equipment. However, Australia’s defence capability is primarily dependent on personnel
ArialMT	11	– the working professionals who put on their Navy, Army or Air Force uniforms each
ArialMT	11	day. According to recent data from Defence, the ABS Census 2021 and the Defence
ArialMT	11	Annual Report 2022–23:
ArialMT	11	• There are 89,395 current serving permanent and reserve members, including
ArialMT	11	19,352 Navy members, 48,766 Army members and 21,277 Air Force members.5
ArialMT	11	• More than 6,000 Australians enlist in the ADF on average each year.6
ArialMT	11	• More than half a million living Australians (581,139) have served or are currently
ArialMT	11	serving in the ADF.7
ArialMT	11	17. Military service is unique. We recognise that many of the features that distinguish
ArialMT	11	military service from other occupations are necessary to achieve Defence’s mission
ArialMT	11	of maintaining our collective security and defending Australia’s national interests.8
ArialMT	11	18. The primary purpose to defend the nation from threat defines and shapes the core
ArialMT	11	functions of Defence and the operation and management of the ADF, including how
ArialMT	11	members are trained, equipped and employed.9
ArialMT	11	19. On enlisting, aspiring ADF members undergo drill and weapons training, endurance
ArialMT	11	exercises, and education on military justice and history.10 This is supplemented by what
ArialMT	11	Defence itself has described as ‘an indoctrination process’ that realigns the values,
ArialMT	11	beliefs, behaviours and language of new recruits to those required by military service.11
ArialMT	11	Inherent to this process is developing the capacity to suppress emotion. As Dr Jon
ArialMT	11	Lane, Senior Lecturer in Psychiatry at the University of Tasmania and an ex-serving
ArialMT	11	Army member, explained:
ArialMT	11	You are put under physical, mental and emotional pressure with significant time
ArialMT	11	constraints and people yelling at you and lots of things designed to knock you
ArialMT	11	down, basically, and then build you up in a way that’s more desirable for that
ArialMT	11	organisation …
ArialMT	11	So, a big part of military training is … learning to tolerate distress but then,
ArialMT	11	secondly, managing and tolerating that stress and distress by putting it in a box,
ArialMT	11	by learning to ignore emotions because they just get in the way of doing the job.
ArialMT	11	In terms of the cultural context and frame for that, it’s really important to recognise
ArialMT	11	that the better you can squash distressing emotions, the better you can do your
ArialMT	11	job. If you’re anxious or scared or afraid, you ignore that and you just jump off –
ArialMT	11	jump out of that aeroplane …12
ArialMT	9	8 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	20. According to Defence, the process of developing military character is reinforced
ArialMT	11	‘through deliberate, intentional and habitual practice over time’.13 Research has found
ArialMT	11	that the values and behaviours prioritised by military culture may be hardwired into
ArialMT	11	members during service through changes in the brain, including changes in mood
ArialMT	11	regulation, sense of agency, and appraisal of threat.14
ArialMT	11	21. Additionally, serving members commit to a service contract with the ADF under which
ArialMT	11	they voluntarily surrender some of their independence and many of the liberties they
ArialMT	11	would otherwise enjoy as Australian citizens. As a current serving Navy member
ArialMT	11	described in his submission:
ArialMT	11	soldiers enter into the ADF lifestyle, knowing that the ADF controls attire, posting
ArialMT	11	localities and restricts timings for hobbies and visiting family/friends … In the
ArialMT	11	end, a soldier’s body, uniform, gestures, emotions and social behaviours must
ArialMT	11	reflect the values of the Defence as an institution, even when off-duty/in civilian
ArialMT	11	environments.15
ArialMT	11	22. As part of this contract, serving members are subject to a regulated and controlled
ArialMT	11	environment, and a hierarchical structure of command under which they are required
ArialMT	11	to follow orders and submit to military law and discipline.16 The then Vice Chief of
ArialMT	11	the Defence Force (now Chief of the Defence Force), Admiral David Johnston AC,
ArialMT	11	explained that:
ArialMT	11	the justice system is part of the command function. It is a relationship between
ArialMT	11	a commander and the people they are leading and commanding. It reinforces
ArialMT	11	command by the application of justice to it.17
ArialMT	11	23. As described by Dr Nikki Jamieson, a suicidologist and lived experience witness whose
ArialMT	11	son died by suicide while serving in the ADF, one of the core military moral values and
ArialMT	11	beliefs is ‘utmost trust and loyalty for Chain of Command’.18
ArialMT	11	24. We heard from numerous serving and ex-serving ADF members about the unique
ArialMT	11	team ethos that operates in the ADF. As an ex-serving Army member described in his
ArialMT	11	submission, ‘a team mentality becomes your focus … your personal wellbeing plays
ArialMT	11	second fiddle to the needs of “the Green Machine” and those around you’.19
ArialMT	11	25. The bonds of trust formed between serving personnel are essential to functioning
ArialMT	11	as a coordinated military unit and building capability at a collective level. The sense
ArialMT	11	of personal responsibility and accountability towards others is profoundly important,
ArialMT	11	given the inherent dangers of military service. This was also echoed in the submission
ArialMT	11	of an ex-serving Navy member who said, ‘[M]y fellow service personnel became my
ArialMT	11	extended family, who I literally trusted with my life’.20
ArialMT	9	Executive summary 9
ArialMT	11	26. The distinguishing feature of military service that definitively sets it apart is the
ArialMT	11	requirement and authority of its members to use lethal force, not just in the protection
ArialMT	11	of self or others, but also in identifying human targets and killing an enemy. We heard
ArialMT	11	from serving and ex-serving ADF members about their transformation from civilians into
ArialMT	11	sailors, soldiers and aviators with the capacity to prosecute violence. As an ex-serving
ArialMT	11	Air Force member expressed in his submission:
ArialMT	11	My introduction to service life at age 17, came with a very clear message from the
